"主管機關","地區","熱點名稱","地址","緯度","經度"
"內政部","臺中市","內政部警政署國道公路警察局泰安分隊","421臺中市后里區雲頭路3-5號","24.3292000","120.7151950"
"交通部","臺中市","高速公路局泰安服務區客席區與服務台(北站)","421臺中市后里區雲頭路3-5號","24.3292000","120.7151950"
"臺中市政府","臺中市","臺中市土牛客家文化館","422臺中市石岡區土牛村豐勢路德成巷10號","24.2671540","120.8091830"
"臺中市政府","臺中市","統一超商石岡明德路新石岡店(公話)","422臺中市石岡區明德路118號","24.2744150","120.7770570"
"臺中市政府","臺中市","臺中市石岡區圖書館","422臺中市石岡區明德路175號","24.2738970","120.7759290"
"臺中市政府","臺中市","全家便利商店石岡明德路登峰店(公話)","422臺中市石岡區明德路179號","24.2746550","120.7740020"
"臺中市政府","臺中市","臺中市東勢戶政事務所石岡辦事處","422臺中市石岡區明德路18號","24.2744620","120.7809890"
"臺中市政府","臺中市","臺中石岡旅客服務中心左側","422臺中市石岡區石城街1號","24.2766600","120.8778842"
"臺中市政府","臺中市","臺中市石岡區衛生所","422臺中市石岡區石岡街6號","24.2759840","120.7776000"
"交通部","臺中市","石岡郵局","422臺中市石岡區石岡街86號","24.2761350","120.7753070"
"經濟部","臺中市","水利署中區水資源局石岡壩管理中心","422臺中市石岡區石岡里豐勢路1238號","24.2802110","120.7699580"
"臺中市政府","臺中市","臺中市石岡區公所","422臺中市石岡區豐勢路1033號","24.2746360","120.7804120"
"財政部","臺中市","華南商業銀行東勢分行","423臺中市東勢區三民街282號","24.2591820","120.8291280"
"經濟部","臺中市","自來水公司東勢營運所","423臺中市東勢區中寧里正一街8號","24.2569820","120.8258580"
"臺中市政府","臺中市","臺中東勢客家文物館-正門右柱","423臺中市東勢區中山路1號","24.2576500","120.8318500"
"臺中市政府","臺中市","臺中市東勢區形象商圈(中山路42號)","423臺中市東勢區中山路42號","24.2570220","120.8301180"
"經濟部","臺中市","台電公司東勢服務所大廳","423臺中市東勢區中新街西新巷88-1號","24.2579450","120.8316490"
"臺中市政府","臺中市","臺中市東勢區形象商圈(中新街西新巷88號之1)(公話亭)","423臺中市東勢區中新街西新巷88號之1","24.2577900","120.8313000"
"臺中市政府","臺中市","統一超商東勢中正路東關店(公話)","423臺中市東勢區中正路191號","24.2492680","120.8291430"
"臺中市政府","臺中市","全家便利商店東勢中正路客進店(公話)","423臺中市東勢區中正路1號","24.2463700","120.8320260"
"臺中市政府","臺中市","全家便利商店東勢勢林街勢林店(公話)","423臺中市東勢區勢林街230號","24.2605760","120.8279200"
"臺中市政府","臺中市","臺中市政府東勢客家文化園區-1F","423臺中市東勢區廣興里中山路1號","24.2577930","120.8318750"
"臺中市政府","臺中市","臺中市東勢客家文化園區","423臺中市東勢區廣興里中山路1號","24.2577150","120.8320120"
"交通部","臺中市","東勢郵局","423臺中市東勢區廣興里中山路43號","24.2570820","120.8299660"
"交通部","臺中市","東勢中嵙口郵局","423臺中市東勢區延平里豐勢路188、190號","24.2502400","120.8306020"
"臺中市政府","臺中市","臺中市老人福利服務中心","423臺中市東勢區東蘭路1-4附1號","24.2611680","120.8273150"
"臺中市政府","臺中市","臺中市地方稅務局_東勢分局","423臺中市東勢區東蘭路25-2號","24.2625390","120.8269200"
"臺中市政府","臺中市","臺中市東勢地政事務所","423臺中市東勢區東蘭路26號","24.2626840","120.8268460"
"臺中市政府","臺中市","統一超商東勢東蘭路東泰店(公話)","423臺中市東勢區東蘭路41號之5","24.2646800","120.8261460"
"臺中市政府","臺中市","統一超商東勢東關路大矛埔店(公話)","423臺中市東勢區東關路298號之6","24.2078550","120.8396020"
"財政部","臺中市","財政部中區國稅局東勢稽徵所","423臺中市東勢區正二街臨1號","24.2586230","120.8254770"
"臺中市政府","臺中市","統一超商東勢第一橫街速華店(公話)","423臺中市東勢區第一橫街153號","24.2515840","120.8309760"
"臺中市政府","臺中市","臺中市統一超商東勢第五橫街欣東雲店(公話)","423臺中市東勢區第五橫街28號","24.2575860","120.8296230"
"財政部","臺中市","第一商業銀行(東勢分行)","423臺中市東勢區豐勢路105號","24.2492927","120.8308744"
"臺中市政府","臺中市","全家便利商店東勢豐勢路東豐店(公話)","423臺中市東勢區豐勢路215號","24.2517220","120.8299710"
"臺中市政府","臺中市","統一超商東勢豐勢路東展店(公話)","423臺中市東勢區豐勢路336號","24.2535740","120.8297640"
"臺中市政府","臺中市","全家便利商店東勢豐勢路豐勢店(公話)","423臺中市東勢區豐勢路482號","24.2570410","120.8284660"
"臺中市政府","臺中市","臺中市豐客客運東勢站(公話)","423臺中市東勢區豐勢路488號","24.2573790","120.8283460"
"臺中市政府","臺中市","臺中市東勢區衛生所","423臺中市東勢區豐勢路490號","24.2575650","120.8284130"
"臺中市政府","臺中市","臺中市東勢戶政事務所","423臺中市東勢區豐勢路516號","24.2584990","120.8279470"
"臺中市政府","臺中市","臺中市東勢區公所","423臺中市東勢區豐勢路518號","24.2585720","120.8279150"
"臺中市政府","臺中市","臺中市東勢區圖書館","423臺中市東勢區豐勢路518號","24.2585720","120.8279150"
"臺中市政府","臺中市","臺中市和平區中坑里里辦公處","424臺中市和平區中坑里中坑路中坑巷41號-1","24.2374950","120.8890270"
"原住民族委員會","臺中市","台中市和平區梨山部落","424臺中市和平區中正路77號","24.2541700","121.2550000"
"原住民族委員會","臺中市","台中市和平區環山部落","424臺中市和平區中興路三段環山一巷18號","24.3179300","121.2957000"
"原住民族委員會","臺中市","臺中市和平區松茂部落","424臺中市和平區中興路四段70號","24.2811200","121.2658000"
"交通部","臺中市","和平郵局","424臺中市和平區南勢村東關路三段160-9號","24.1748720","120.8830410"
"臺中市政府","臺中市","臺中市東勢戶政事務所和平辦事處","424臺中市和平區南勢里巴新街8號","24.1760450","120.8832000"
"臺中市政府","臺中市","臺中市和平區農會","424臺中市和平區南勢里東關路三段161號","24.1759640","120.8892630"
"交通部","臺中市","和平谷關郵局","424臺中市和平區博愛村東關路一段106號","24.2030370","121.0056050"
"原住民族委員會","臺中市","臺中市和平區松鶴部落","424臺中市和平區博愛里東關路一段松鶴三巷5-3號","24.1779500","120.9802000"
"原住民族委員會","臺中市","臺中市和平區裡冷部落2","424臺中市和平區博愛里東關路一段裡冷巷46-1號","24.1667300","120.9548000"
"原住民族委員會","臺中市","臺中市和平區裡冷部落1","424臺中市和平區博愛里東關路一段裡冷巷6-3號","24.1661600","120.9520000"
"原住民族委員會","臺中市","台中市和平區佳陽部落","424臺中市和平區和平路二段佳陽30號","24.2455000","121.2284000"
"臺中市政府","臺中市","臺中市和平區天輪里里辦公處","424臺中市和平區天輪里東關路二段天輪巷1-1號","24.1822670","120.9269430"
"臺中市政府","臺中市","臺中市和平區環山活動中心","424臺中市和平區平等里中13鄰中興路三段環山一巷18號","24.3153840","121.2944700"
"臺中市政府","臺中市","臺中市和平區平等里","424臺中市和平區平等里中13鄰中興路三段環山二巷22號","24.3211320","121.2931820"
"臺中市政府","臺中市","臺中市和平區平等國民小學","424臺中市和平區平等里中興路三段環山三巷35號","24.3270770","121.2924960"
"原住民族委員會","臺中市","台中市和平區達觀部落","424臺中市和平區東崎路一段50號","24.3266900","120.9205900"
"原住民族委員會","臺中市","台中市和平區竹林部落","424臺中市和平區東崎路一段74號之1","24.3065800","120.9243000"
"原住民族委員會","臺中市","台中市和平區桃山部落","424臺中市和平區東崎路一段桃山巷39號-7","24.3359700","120.9361400"
"臺中市政府","臺中市","臺中市和平區自由里里辦公處","424臺中市和平區東崎路二段71號-5","24.2820980","120.9009790"
"臺中市政府","臺中市","臺中市和平谷關形象商圈(遊客中心)","424臺中市和平區東關路一段102號","24.2033060","121.0067780"
"交通部","臺中市","谷關遊客中心","424臺中市和平區東關路一段102號","24.2032059","121.0071240"
"經濟部","臺中市","台電公司谷關服務所大廳","424臺中市和平區東關路一段121號","24.2030830","121.0065350"
"臺中市政府","臺中市","臺中市全家便利商店和平東關路新谷關店(公話)","424臺中市和平區東關路一段127號-1","24.2028630","121.0054310"
"行政院農業委員會","臺中市","林務局東勢林區管理處八仙山國家森林遊樂區遊客中心","424臺中市和平區東關路一段200-8號","24.1973700","121.0056550"
"原住民族委員會","臺中市","台中市和平區哈崙台部落","424臺中市和平區東關路一段十文巷30號之1","24.1975700","120.9972000"
"經濟部","臺中市","台電公司谷關訓練中心辦公大樓大廳川堂","424臺中市和平區東關路一段臺電巷33號","24.2086510","121.0185560"
"臺中市政府","臺中市","臺中市和平區衛生所","424臺中市和平區東關路三段132號","24.1740380","120.8885150"
"臺中市政府","臺中市","臺中市和平區公所","424臺中市和平區東關路三段156號","24.1751490","120.8838300"
"臺中市政府","臺中市","臺中市和平區圖書館","424臺中市和平區東關路三段156號","24.1750140","120.8834960"
"交通部","臺中市","和平梨山郵局","424臺中市和平區梨山村中正路89號","24.2541590","121.2520070"
"國軍退除役官兵輔導委員會","臺中市","國軍退除役官兵輔導委員會福壽山農場旅遊中心一樓大廳","424臺中市和平區梨山村福壽路29號","24.2449409","121.2430180"
"臺中市政府","臺中市","臺中市梨山衛生所","424臺中市和平區梨山里中正路68號","24.2543500","121.2551300"
"臺中市政府","臺中市","臺中市和平區梨山里里辦公處","424臺中市和平區梨山里中正路77號","24.2550250","121.2532280"
"臺中市政府","臺中市","臺中市和平區農會-梨山分會","424臺中市和平區梨山里中正路88號","24.2562770","121.2520690"
"臺中市政府","臺中市","臺中市梨山賓館","424臺中市和平區梨山里中正路91號","24.2550250","121.2529710"
"交通部","臺中市","梨山管理站服務台","424臺中市和平區梨山里中正路95號","24.3207260","121.3084090"
"臺中市政府","臺中市","臺中市國軍退除役官兵輔導委員會福壽山農場-天池","424臺中市和平區梨山里福壽路29號","24.2208180","121.2375880"
"臺中市政府","臺中市","臺中市國軍退除役官兵輔導委員會福壽山農場-露營區","424臺中市和平區梨山里福壽路29號","24.2199330","121.2396030"
"國軍退除役官兵輔導委員會","臺中市","國軍退除役官兵輔導委員會武陵農場國民賓館一樓大廳","424臺中市和平區武陵路3號","24.3478860","121.3096410"
"國軍退除役官兵輔導委員會","臺中市","國軍退除役官兵輔導委員會武陵農場遊客服務中心","424臺中市和平區武陵路3號","24.3478860","121.3096410"
"行政院農業委員會","臺中市","武陵森林遊樂區遊客服務中心","424臺中市和平區武陵路3號","24.3478860","121.3096410"
"行政院農業委員會","臺中市","林務局東勢林區管理處武陵國家森林遊樂區武陵山莊","424臺中市和平區武陵路3號-5","24.3483670","121.3096400"
"臺中市政府","臺中市","臺中市和平區農會-雙崎分會","424臺中市和平區自由里東崎路二段41號","24.2942240","120.9108920"
"原住民族委員會","臺中市","台中市和平區三叉坑部落","424臺中市和平區自由里東崎路二段三叉巷8號","24.2705100","120.8904500"
"臺中市政府","臺中市","臺中市和平區達觀里里辦公處","424臺中市和平區達觀里東崎路一段50號","24.3131540","120.9223080"
"行政院農業委員會","臺中市","林務局東勢林區管理處大雪山國家森林遊樂區遊客中心","424臺中市和平區雪山路18號","24.2787950","121.0250310"
"臺中市政府","臺中市","統一超商新社中和街社和店(公話)","426臺中市新社區中和街五段115號","24.2523600","120.8083460"
"交通部","臺中市","新社郵局","426臺中市新社區中正村中和街五段1號","24.2477450","120.8088010"
"交通部","臺中市","新社中興嶺郵局","426臺中市新社區中興村中興嶺170-2號","24.2054180","120.7945180"
"臺中市政府","臺中市","臺中市統一超商新社中興嶺店(公話)","426臺中市新社區中興里中興嶺170號-2","24.2080880","120.7877240"
"臺中市政府","臺中市","臺中市新社魅力商圈(協中街158號)","426臺中市新社區協中街158號","24.1922880","120.8086910"
"行政院農業委員會","臺中市","2017新社花海場地1","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地10","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地11","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地12","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地13","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地2","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地3","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地4","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地5","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地6","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地7","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地8","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2017新社花海場地9","426臺中市新社區協興街30號","24.2287700","120.8034000"
"行政院農業委員會","臺中市","2018新社花海場地1","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地10","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地11","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地12","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地13","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地14","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地15","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地2","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地3","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地4","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地5","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地6","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地7","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地8","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2018新社花海場地9","426臺中市新社區協興街30號","24.2027340","120.8089210"
"行政院農業委員會","臺中市","2019新社花海場地1","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地10","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地11","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地12","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地13","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地14","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地15","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地2","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地3","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地4","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地5","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地6","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地7","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地8","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","2019新社花海場地9","426臺中市新社區協興街30號","24.2027190","120.8089320"
"行政院農業委員會","臺中市","行政院農業委員會種苗改良繁殖場二農場辦公室","426臺中市新社區協興街30號二農場辦公室","24.2287680","120.8033900"
"臺中市政府","臺中市","臺中市新社區圖書館","426臺中市新社區新社里興社街四段1巷1號","24.2406130","120.8096480"
"臺中市政府","臺中市","臺中市新社區衛生所","426臺中市新社區新社里興社街四段1號","24.2405230","120.8091950"
"臺中市政府","臺中市","統一超商新社東山街永源村店(公話)","426臺中市新社區東山街88號之29","24.2169220","120.7960970"
"臺中市政府","臺中市","全家便利商店新社東新路新中和店(公話)","426臺中市新社區東新路二段35號","24.2476910","120.8099660"
"行政院農業委員會","臺中市","行政院農業委員會種苗改良繁殖場行政大樓","426臺中市新社區興中街46號行政大樓","24.2290420","120.8036900"
"臺中市政府","臺中市","臺中市新社區公所","426臺中市新社區興社街二段28-1號","24.2339710","120.8094760"
"臺中市政府","臺中市","臺中市新社區戶政事務所","426臺中市新社區興社街二段28-2號","24.2339260","120.8093920"
"臺中市政府","臺中市","臺中市東勢戶政事務所新社辦事處","426臺中市新社區興社街二段28-2號","24.2335730","120.8090580"
"臺中市政府","臺中市","統一超商新社興社街新社店(公話)","426臺中市新社區興社街四段27號之1","24.2417250","120.8087240"
"臺中市政府","臺中市","臺中市公車頭家厝站","427臺中市潭子區中山路一段165號","24.1948950","120.7022910"
"臺中市政府","臺中市","臺中市公車潭子區公所站","427臺中市潭子區中山路二段239號","24.2094830","120.7051680"
"臺中市政府","臺中市","臺中市潭子區衛生所","427臺中市潭子區中山路二段241巷5號","24.2098130","120.7039140"
"臺中市政府","臺中市","臺中市身心障礙綜合福利服務中心","427臺中市潭子區中山路二段241巷7號","24.2103540","120.7043620"
"臺中市政府","臺中市","臺中市潭子區圖書館","427臺中市潭子區中山路二段399號","24.2134080","120.7050390"
"臺中市政府","臺中市","臺中市立圖書館潭子分館","427臺中市潭子區中山路二段399號","24.2134720","120.7050210"
"臺中市政府","臺中市","臺中市公車潭子站","427臺中市潭子區中山路二段435號","24.2144130","120.7049780"
"臺中市政府","臺中市","統一超商潭子中山路潭富店(公話)","427臺中市潭子區中山路二段585號之1","24.2182860","120.7057470"
"臺中市政府","臺中市","統一超商潭子仁愛路潭北店(公話)","427臺中市潭子區仁愛路三段15號","24.2156120","120.7077980"
"臺中市政府","臺中市","統一超商潭子光陽路潭欣店(公話)","427臺中市潭子區光陽路142號","24.2131900","120.7108810"
"臺中市政府","臺中市","統一超商潭子勝利路潭勝店(公話)","427臺中市潭子區勝利路101號","24.2096110","120.7008930"
"臺中市政府","臺中市","臺中市雅潭地政事務所","427臺中市潭子區勝利路165號","24.2106570","120.7006540"
"臺中市政府","臺中市","全家便利商店潭子勝利路甘蔗店(公話)","427臺中市潭子區勝利路289號","24.2133570","120.7003840"
"臺中市政府","臺中市","全家便利商店潭子勝利路新圓通店(公話)","427臺中市潭子區勝利路58號","24.2079880","120.7015880"
"交通部","臺中市","潭子加工區郵局","427臺中市潭子區南二路1-1號","24.2174030","120.7016040"
"臺中市政府","臺中市","全家便利商店潭子金圓通店(公話)","427臺中市潭子區圓通南路143號","24.2070260","120.7067370"
"臺中市政府","臺中市","統一超商潭子圓通南路圓通南店(公話)","427臺中市潭子區圓通南路239號","24.2072190","120.7033630"
"臺中市政府","臺中市","統一超商潭子圓通南路潭陽店(公話)","427臺中市潭子區圓通南路2號","24.2064870","120.7098750"
"臺中市政府","臺中市","全家便利商店潭子大豐路大豐店(公話)","427臺中市潭子區大豐路三段136號","24.2228100","120.6923670"
"臺中市政府","臺中市","統一超商潭子大豐路矽品店(公話)","427臺中市潭子區大豐路三段190號","24.2239330","120.6924280"
"臺中市政府","臺中市","統一超商潭子崇德路潭德店(公話)","427臺中市潭子區崇德路五段489號","24.2251000","120.6899640"
"臺中市政府","臺中市","統一超商潭子崇德路潭豐店(公話)","427臺中市潭子區崇德路四段250號之1","24.2104760","120.6868760"
"經濟部","臺中市","經濟部加工出口區管理處台中分處2樓洽公區","427臺中市潭子區建國路1號","24.2174560","120.7055500"
"財政部","臺中市","臺灣銀行潭子分行","427臺中市潭子區建國路1號","24.2174670","120.7055530"
"臺中市政府","臺中市","統一超商潭子復興路大運通店(公話)","427臺中市潭子區復興路1段16號","24.2024400","120.7063000"
"臺中市政府","臺中市","統一超商潭子昌平路東寶店(公話)","427臺中市潭子區昌平路三段152號","24.2024090","120.6751700"
"交通部","臺中市","潭子栗林郵局","427臺中市潭子區栗林村中山路三段334號","24.2316550","120.7088570"
"臺中市政府","臺中市","統一超商潭子榮興街潭榮店(公話)","427臺中市潭子區榮興街19號","24.1877630","120.7016220"
"臺中市政府","臺中市","全家便利商店潭子榮興街榮興店(公話)","427臺中市潭子區榮興街57巷1號","24.1887990","120.7016300"
"交通部","臺中市","潭子東寶郵局","427臺中市潭子區民族路一段8號","24.2032660","120.6746190"
"交通部","臺中市","潭子潭北郵局","427臺中市潭子區潭北村潭子街三段55號","24.2149130","120.7065780"
"交通部","臺中市","臺鐵局潭子站候車室","427臺中市潭子區潭子街一段31巷113號","24.2131710","120.7063800"
"交通部","臺中市","潭子郵局","427臺中市潭子區潭興路三段42號","24.2116940","120.7037340"
"臺中市政府","臺中市","統一超商潭子潭興路潭寶店(公話)","427臺中市潭子區潭興路三段51號1樓","24.2114740","120.7034090"
"臺中市政府","臺中市","全家便利商店潭子潭興路潭興店(公話)","427臺中市潭子區潭興路二段476號","24.2113090","120.7072870"
"交通部","臺中市","臺鐵局栗林站第一月台","427臺中市潭子區潭豐路二段747號","24.2221340","120.6956120"
"臺中市政府","臺中市","統一超商潭子祥和路栗林店(公話)","427臺中市潭子區祥和路171號","24.2295500","120.7110880"
"臺中市政府","臺中市","全家便利商店潭子祥和路祥和店(公話)","427臺中市潭子區祥和路62號","24.2296780","120.7129160"
"財政部","臺中市","財政部關務署臺中關臺中加工出口區辦公室","427臺中市潭子區臺中加工出口區北環路3號1樓","24.2203150","120.7016800"
"財政部","臺中市","兆豐國際商銀潭子分行","427臺中市潭子區臺中加工出口區南二路3號","24.2172030","120.7041000"
"臺中市政府","臺中市","統一超商潭子豐栗路甜園店(公話)","427臺中市潭子區豐栗路9號","24.2311670","120.7081960"
"臺中市政府","臺中市","臺中市政府警察局","427臺中市潭子區豐興路一段500號","24.2025550","120.7229840"
"臺中市政府","臺中市","臺中市政府潭子聯合辦公大樓5樓","427臺中市潭子區豐興路一段512號","24.2032120","120.7228500"
"臺中市政府","臺中市","臺中市潭子區公所","427臺中市潭子區豐興路一段512號","24.2333800","120.5662000"
"臺中市政府","臺中市","臺中市潭子區戶政事務所","427臺中市潭子區豐興路一段512號","24.2333800","120.5662000"
"臺中市政府","臺中市","統一超商潭子豐興路潭興店(公話)","427臺中市潭子區豐興路一段593號","24.2037950","120.7224360"
"臺中市政府","臺中市","統一超商潭子雅潭路潭秀店(公話)","427臺中市潭子區雅潭路一段60號","24.2160100","120.7035000"
"臺中市政府","臺中市","全家便利商店潭子雅豐街摘星店(公話)","427臺中市潭子區雅豐街323號","24.2238560","120.6945510"
"臺中市政府","臺中市","全家便利商店潭子雅豐街大茂店(公話)","427臺中市潭子區雅豐街78號","24.2220240","120.6943470"
"交通部","臺中市","潭子頭家厝郵局","427臺中市潭子區頭家村中山路一段25號","24.1911480","120.7022790"
"交通部","臺中市","臺鐵局頭家厝站第一月台","427臺中市潭子區頭張東路43巷8號","24.1946770","120.7038440"
"臺中市政府","臺中市","統一超商潭子頭張路頭張店(公話)","427臺中市潭子區頭張路一段31號","24.1943730","120.7011390"
"臺中市政府","臺中市","全家便利商店潭子頭張路頭張店(公話)","427臺中市潭子區頭張路二段112號","24.1941320","120.6953820"
"臺中市政府","臺中市","統一超商潭子頭張路榮晉店(公話)","427臺中市潭子區頭張路二段2號","24.1947490","120.6977950"
"臺中市政府","臺中市","統一超商大雅中山北路雙喜店(公話)","428臺中市大雅區中山北路167號","24.2183660","120.6469230"
"臺中市政府","臺中市","統一超商大雅中山北路亞和店(公話)","428臺中市大雅區中山北路410號","24.2220400","120.6454360"
"臺中市政府","臺中市","統一超商大雅中山路福廣店(公話)","428臺中市大雅區中山路1號","24.2043190","120.6444610"
"臺中市政府","臺中市","全家便利商店大雅中山路廣福店(公話)","428臺中市大雅區中山路47號","24.2059960","120.6442130"
"臺中市政府","臺中市","全家便利商店大雅中清東路好雅店(公話)","428臺中市大雅區中清東路171號","24.2237440","120.6478300"
"財政部","臺中市","第一商業銀行(大雅分行)","428臺中市大雅區中清東路96號","24.2227134","120.6480663"
"財政部","臺中市","臺灣銀行大雅分行","428臺中市大雅區中清路三段1080號","24.2221045","120.6450243"
"臺中市政府","臺中市","統一超商大雅中清路百達店(公話)","428臺中市大雅區中清路三段721號","24.2116510","120.6500280"
"交通部","臺中市","大雅郵局","428臺中市大雅區中清路二段127號","24.2232080","120.6477680"
"臺中市政府","臺中市","臺中市大雅區衛生所","428臺中市大雅區中清路二段186號","24.2249920","120.6468960"
"經濟部","臺中市","自來水公司大雅營運所","428臺中市大雅區中清路四段296號","24.2405090","120.6312680"
"臺中市政府","臺中市","全家便利商店大雅中清路中科店(公話)","428臺中市大雅區中清路四段61號","24.2279820","120.6432780"
"臺中市政府","臺中市","全家便利超商大雅中清路清泉店(公話)","428臺中市大雅區中清路四段921號","24.2409880","120.6299950"
"財政部","臺中市","第一商業銀行(中科分行)","428臺中市大雅區中科路6-3號","24.2085288","120.6188421"
"財政部","臺中市","臺灣土地銀行中科分行","428臺中市大雅區中科路6號2樓-1、2","24.2048960","120.6324880"
"臺中市政府","臺中市","全家便利商店大雅學府路金學府店(公話)","428臺中市大雅區學府路176號-之3","24.2208250","120.6501640"
"臺中市政府","臺中市","統一超商大雅學府路雅潭店(公話)","428臺中市大雅區學府路209號","24.2217790","120.6498170"
"臺中市政府","臺中市","統一超商大雅學府路興府店(公話)","428臺中市大雅區學府路51號","24.2165340","120.6507660"
"交通部","臺中市","大雅清泉崗郵局","428臺中市大雅區忠義村仁愛路100號","24.2360640","120.6210860"
"臺中市政府","臺中市","臺中市原住民綜合服務中心","428臺中市大雅區忠義里仁愛路69號","24.2353170","120.6223370"
"臺中市政府","臺中市","統一超商大雅昌平路雅神店(公話)","428臺中市大雅區昌平路四段286號","24.2225000","120.6696850"
"臺中市政府","臺中市","全家便利商店大雅民生路楓林店(公話)","428臺中市大雅區民生路三段458號","24.2346650","120.6659860"
"臺中市政府","臺中市","統一超商大雅民生路上楓店(公話)","428臺中市大雅區民生路三段523號","24.2358050","120.6668960"
"臺中市政府","臺中市","統一超商大雅民生路新德勝店(公話)","428臺中市大雅區民生路三段70號","24.2306820","120.6578720"
"臺中市政府","臺中市","統一超商大雅永和路通山店(公話)","428臺中市大雅區永和路11號-18","24.2083950","120.6298380"
"臺中市政府","臺中市","全家便利商店大雅永和路文雅店(公話)","428臺中市大雅區永和路127號之8","24.2195830","120.6422200"
"臺中市政府","臺中市","全家便利商店大雅永和路永和店(公話)","428臺中市大雅區永和路89號","24.2101750","120.6302930"
"臺中市政府","臺中市","統一超商大雅神林南路神林店(公話)","428臺中市大雅區神林南路144號","24.2260680","120.6563690"
"臺中市政府","臺中市","統一超商大雅神林路綠點店(公話)","428臺中市大雅區神林路一段300號","24.2398400","120.6568520"
"財政部","臺中市","兆豐國際商銀中科簡易分行","428臺中市大雅區科雅路28號2樓","24.2265960","120.6295610"
"交通部","臺中市","大雅馬岡厝郵局","428臺中市大雅區西寶村中正路162-12號","24.2178240","120.6681510"
"臺中市政府","臺中市","全家便利商店大雅雅潭路有春店(公話)","428臺中市大雅區雅潭路四段296號","24.2196650","120.6624180"
"臺中市政府","臺中市","統一超商大雅雅潭路雅勝店(公話)","428臺中市大雅區雅潭路四段491號","24.2204920","120.6565110"
